Chemical Name,SMILES,Radical Name,Enthalpy,Activation Energy,k_value,Temperature,Bond Dissociation Energy,Chemical Group,Reaction Type/Pathway,PH,No,Resource:
delta-Tocopherol,Cc1cc(O)cc2c1OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,tert-RO2*,-$41.60,6.80,4100000.00,400.00,317.00,Phenol,Hydrogen Abstraction,,133,3.2 Table
,,,,,,,,,,,3,3.4 Table
,,,,,,,,,,,3,3.4 Table
,,,,,,,,,,,4,3.4 Table
,,,,,,,,,,,4,3.4 Table
,,,,,,,,,,,9,3.4 Table
,,,,,,,,,,,9,3.4 Table
,,,,,,,,,,,10,3.4 Table
,,,,,,,,,,,10,3.4 Table
,,,,,,,,,,,20,3.4 Table
,,,,,,,,,,,20,3.4 Table
,,,,,,,,,,,25,3.4 Table
,,,,,,,,,,,25,3.4 Table
,,,,,,,,,,,29,3.4 Table
,,,,,,,,,,,29,3.4 Table
,,,,,,,,,,,30,3.4 Table
,,,,,,,,,,,30,3.4 Table
,,,,,,,,,,,32,3.4 Table
,,,,,,,,,,,32,3.4 Table
,,,,,,,,,,,36,3.4 Table
,,,,,,,,,,,36,3.4 Table
,,,,,,,,,,,38,3.4 Table
,,,,,,,,,,,38,3.4 Table
,,,,,,,,,,,40,3.4 Table
,,,,,,,,,,,40,3.4 Table
,,,,,,,,,,,41,3.4 Table
,,,,,,,,,,,41,3.4 Table
,,,,,,,,,,,44,3.4 Table
,,,,,,,,,,,44,3.4 Table
,,,,,,,,,,,46,3.4 Table
,,,,,,,,,,,46,3.4 Table
,,,,,,,,,,,47,3.4 Table
,,,,,,,,,,,47,3.4 Table
,,,,,,,,,,,74,3.4 Table
,,,,,,,,,,,74,3.4 Table
,,,,,,,,,,,75,3.4 Table
,,,,,,,,,,,75,3.4 Table
,,,,,,,,,,,78,3.4 Table
,,,,,,,,,,,78,3.4 Table
,,,,,,,,,,,79,3.4 Table
,,,,,,,,,,,79,3.4 Table
,,,,,,,,,,,80,3.4 Table
,,,,,,,,,,,80,3.4 Table
,,,,,,,,,,,81,3.4 Table
,,,,,,,,,,,81,3.4 Table
,,,,,,,,,,,82,3.4 Table
,,,,,,,,,,,82,3.4 Table
,,,,,,,,,,,83,3.4 Table
,,,,,,,,,,,83,3.4 Table
,,,,,,,,,,,85,3.4 Table
,,,,,,,,,,,85,3.4 Table
,,,,,,,,,,,110,3.4 Table
,,,,,,,,,,,110,3.4 Table
,,,,,,,,,,,113,3.4 Table
,,,,,,,,,,,113,3.4 Table
,,,,,,,,,,,121,3.4 Table
,,,,,,,,,,,121,3.4 Table
,,,,,,,,,,,130,3.4 Table
,,,,,,,,,,,130,3.4 Table
,,,,,,,,,,,131,3.4 Table
,,,,,,,,,,,131,3.4 Table
,,,,,,,,,,,133,3.4 Table
,,,,,,,,,,,133,3.4 Table
,,,,,,,,,,,1,3.5 Table
,,,,,,,,,,,1,3.5 Table
,,,,,,,,,,,24,3.5 Table
,,,,,,,,,,,24,3.5 Table
,,,,,,,,,,,31,3.5 Table
,,,,,,,,,,,31,3.5 Table
,,,,,,,,,,,49,3.5 Table
,,,,,,,,,,,49,3.5 Table
,,,,,,,,,,,50,3.5 Table
,,,,,,,,,,,50,3.5 Table
,,,,,,,,,,,51,3.5 Table
,,,,,,,,,,,51,3.5 Table
,,,,,,,,,,,52,3.5 Table
,,,,,,,,,,,52,3.5 Table
,,,,,,,,,,,53,3.5 Table
,,,,,,,,,,,53,3.5 Table
,,,,,,,,,,,54,3.5 Table
,,,,,,,,,,,54,3.5 Table
,,,,,,,,,,,55,3.5 Table
,,,,,,,,,,,55,3.5 Table
,,,,,,,,,,,56,3.5 Table
,,,,,,,,,,,56,3.5 Table
,,,,,,,,,,,57,3.5 Table
,,,,,,,,,,,57,3.5 Table
,,,,,,,,,,,58,3.5 Table
,,,,,,,,,,,58,3.5 Table
,,,,,,,,,,,60,3.5 Table
,,,,,,,,,,,60,3.5 Table
,,,,,,,,,,,61,3.5 Table
,,,,,,,,,,,61,3.5 Table
,,,,,,,,,,,62,3.5 Table
,,,,,,,,,,,62,3.5 Table
,,,,,,,,,,,64,3.5 Table
,,,,,,,,,,,64,3.5 Table
,,,,,,,,,,,68,3.5 Table
,,,,,,,,,,,68,3.5 Table
,,,,,,,,,,,70,3.5 Table
,,,,,,,,,,,70,3.5 Table
,,,,,,,,,,,73,3.5 Table
,,,,,,,,,,,73,3.5 Table
,,,,,,,,,,,89,3.5 Table
,,,,,,,,,,,89,3.5 Table
,,,,,,,,,,,90,3.5 Table
,,,,,,,,,,,90,3.5 Table
,,,,,,,,,,,91,3.5 Table
,,,,,,,,,,,91,3.5 Table
,,,,,,,,,,,92,3.5 Table
,,,,,,,,,,,92,3.5 Table
,,,,,,,,,,,94,3.5 Table
,,,,,,,,,,,94,3.5 Table
,,,,,,,,,,,95,3.5 Table
,,,,,,,,,,,95,3.5 Table
,,,,,,,,,,,96,3.5 Table
,,,,,,,,,,,96,3.5 Table
,,,,,,,,,,,97,3.5 Table
,,,,,,,,,,,97,3.5 Table
,,,,,,,,,,,122,3.5 Table
,,,,,,,,,,,122,3.5 Table
,,,,,,,,,,,123,3.5 Table
,,,,,,,,,,,123,3.5 Table
(2-C10H7)2NH,c1ccc2cc(Nc3ccc4ccccc4c3)ccc2c1,RO2*,-$8.80,15.70,340000.00,333.00,360.20,Amine,Electron Transfer,,135,4.2 Table
(2-C10H7)2NH,c1ccc2cc(Nc3ccc4ccccc4c3)ccc2c1,sec-RO2*,-$5.30,17.30,190000.00,333.00,360.20,Amine,Electron Transfer,,135,4.2 Table
(2-C10H7)2NH,c1ccc2cc(Nc3ccc4ccccc4c3)ccc2c1,tert-RO2*,$1.60,20.60,59000.00,333.00,360.20,Amine,Electron Transfer,,135,4.2 Table
(C6H5)2NH,c1ccc(Nc2ccccc2)cc1,RO2*,-$4.30,17.80,160000.00,333.00,364.70,Amine,Electron Transfer,,136,4.2 Table
(C6H5)2NH,c1ccc(Nc2ccccc2)cc1,sec-RO2*,-$0.80,19.50,87000.00,333.00,364.70,Amine,Electron Transfer,,136,4.2 Table
(C6H5)2NH,c1ccc(Nc2ccccc2)cc1,tert-RO2*,$6.10,22.80,26000.00,333.00,364.70,Amine,Electron Transfer,,136,4.2 Table
(4-BrC6H4)2NH,Brc1ccc(Nc2ccc(Br)cc2)cc1,RO2*,-$4.80,17.60,170000.00,333.00,364.20,Amine,Electron Transfer,,137,4.2 Table
(4-BrC6H4)2NH,Brc1ccc(Nc2ccc(Br)cc2)cc1,sec-RO2*,-$1.30,19.20,97000.00,333.00,364.20,Amine,Electron Transfer,,137,4.2 Table
(4-BrC6H4)2NH,Brc1ccc(Nc2ccc(Br)cc2)cc1,tert-RO2*,-$5.60,17.20,200000.00,333.00,364.20,Amine,Electron Transfer,,137,4.2 Table
(4-CH3OC6H4)2NH,COc1ccc(Nc2ccc(OC)cc2)cc1,RO2*,-$0.40,10.70,2100000.00,333.00,348.60,Amine,Electron Transfer,,138,4.2 Table
(4-CH3OC6H4)2NH,COc1ccc(Nc2ccc(OC)cc2)cc1,sec-RO2*,-$16.90,12.10,1300000.00,333.00,348.60,Amine,Electron Transfer,,138,4.2 Table
(4-CH3OC6H4)2NH,COc1ccc(Nc2ccc(OC)cc2)cc1,tert-RO2*,-$10.00,15.20,410000.00,333.00,348.60,Amine,Electron Transfer,,138,4.2 Table
(4-CH3C6H4)2NH,Cc1ccc(Nc2ccc(C)cc2)cc1,RO2*,-$11.50,14.50,530000.00,333.00,357.50,Amine,Electron Transfer,,139,4.2 Table
(4-CH3C6H4)2NH,Cc1ccc(Nc2ccc(C)cc2)cc1,sec-RO2*,-$8.00,16.10,300000.00,333.00,357.50,Amine,Electron Transfer,,139,4.2 Table
(4-CH3C6H4)2NH,Cc1ccc(Nc2ccc(C)cc2)cc1,tert-RO2*,-$1.10,19.30,94000.00,333.00,357.50,Amine,Electron Transfer,,139,4.2 Table
(4-(CH3)3CC6H4)2NH,CC(C)(C)c1ccc(Nc2ccc(C(C)(C)C)cc2)cc1,RO2*,-$10.20,15.10,430000.00,333.00,358.80,Amine,Electron Transfer,,140,4.2 Table
(4-(CH3)3CC6H4)2NH,CC(C)(C)c1ccc(Nc2ccc(C(C)(C)C)cc2)cc1,sec-RO2*,-$6.70,16.70,240000.00,333.00,358.80,Amine,Electron Transfer,,140,4.2 Table
(4-(CH3)3CC6H4)2NH,CC(C)(C)c1ccc(Nc2ccc(C(C)(C)C)cc2)cc1,tert-RO2*,$0.20,19.90,76000.00,333.00,358.80,Amine,Electron Transfer,,140,4.2 Table
4-CH3OC6H4NHC6H5,COc1ccc(Nc2ccccc2)cc1,RO2*,-$13.10,13.80,680000.00,333.00,355.90,Amine,Electron Transfer,,141,4.2 Table
4-CH3OC6H4NHC6H5,COc1ccc(Nc2ccccc2)cc1,sec-RO2*,-$9.60,15.40,380000.00,333.00,355.90,Amine,Electron Transfer,,141,4.2 Table
4-CH3OC6H4NHC6H5,COc1ccc(Nc2ccccc2)cc1,tert-RO2*,-$2.70,18.60,120000.00,333.00,355.90,Amine,Electron Transfer,,141,4.2 Table
4-NO2C6H4NHC6H4,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,RO2*,$3.90,21.80,38000.00,333.00,372.90,Amine,Electron Transfer,,142,4.2 Table
4-NO2C6H4NHC6H4,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,sec-RO2*,$7.40,23.50,21000.00,333.00,372.90,Amine,Electron Transfer,,142,4.2 Table
4-NO2C6H4NHC6H4,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,tert-RO2*,$14.30,27.00,5800.00,333.00,372.90,Amine,Electron Transfer,,142,4.2 Table
4-(CH3)3CC6H4NHC6H5,CC(C)(C)c1ccc(Nc2ccccc2)cc1,RO2*,-$8.70,15.80,330000.00,333.00,360.30,Amine,Electron Transfer,,143,4.2 Table
4-(CH3)3CC6H4NHC6H5,CC(C)(C)c1ccc(Nc2ccccc2)cc1,sec-RO2*,-$5.20,17.40,190000.00,333.00,360.30,Amine,Electron Transfer,,143,4.2 Table
4-(CH3)3CC6H4NHC6H5,CC(C)(C)c1ccc(Nc2ccccc2)cc1,tert-RO2*,$1.70,20.70,57000.00,333.00,360.30,Amine,Electron Transfer,,143,4.2 Table
1-C10H7NH2,Nc1cccc2ccccc12,RO2*,$5.70,22.60,57000.00,333.00,374.70,Amine,Electron Transfer,,144,4.2 Table
1-C10H7NH2,Nc1cccc2ccccc12,sec-RO2*,$9.20,24.40,30000.00,333.00,374.70,Amine,Electron Transfer,,144,4.2 Table
1-C10H7NH2,Nc1cccc2ccccc12,tert-RO2*,$16.10,28.00,8100.00,333.00,374.70,Amine,Electron Transfer,,144,4.2 Table
2-C10H7NH2,Nc1ccc2ccccc2c1,RO2*,$10.50,25.10,23000.00,333.00,379.50,Amine,Electron Transfer,,145,4.2 Table
2-C10H7NH2,Nc1ccc2ccccc2c1,sec-RO2*,$14.00,26.90,12000.00,333.00,379.50,Amine,Electron Transfer,,145,4.2 Table
2-C10H7NH2,Nc1ccc2ccccc2c1,tert-RO2*,$20.90,30.60,3200.00,333.00,379.50,Amine,Electron Transfer,,145,4.2 Table
2-C10H7NHC6H4NH-2'-C10H7,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,RO2*,-$22.40,9.80,5800000.00,333.00,346.60,Amine,Electron Transfer,,146,4.2 Table
2-C10H7NHC6H4NH-2'-C10H7,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,sec-RO2*,-$18.90,11.30,3400000.00,333.00,346.60,Amine,Electron Transfer,,146,4.2 Table
2-C10H7NHC6H4NH-2'-C10H7,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,tert-RO2*,-$12.00,14.30,1100000.00,333.00,346.60,Amine,Electron Transfer,,146,4.2 Table
4-C8H17NHC6H4NHC8H17,CCCCCCCCNc1ccc(NCCCCCCCC)cc1,RO2*,-$22.10,10.00,5400000.00,333.00,346.90,Amine,Electron Transfer,,147,4.2 Table
4-C8H17NHC6H4NHC8H17,CCCCCCCCNc1ccc(NCCCCCCCC)cc1,sec-RO2*,-$18.60,11.40,3300000.00,333.00,346.90,Amine,Electron Transfer,,147,4.2 Table
4-C8H17NHC6H4NHC8H17,CCCCCCCCNc1ccc(NCCCCCCCC)cc1,tert-RO2*,-$11.70,14.40,1100000.00,333.00,346.90,Amine,Electron Transfer,,147,4.2 Table
4-C6H5NHC6H4NHC6H5,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,RO2*,-$13.10,13.80,1400000.00,333.00,355.90,Amine,Electron Transfer,,148,4.2 Table
4-C6H5NHC6H4NHC6H5,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,sec-RO2*,-$9.60,15.40,770000.00,333.00,355.90,Amine,Electron Transfer,,148,4.2 Table
4-C6H5NHC6H4NHC6H5,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,tert-RO2*,-$2.70,18.60,240000.00,333.00,355.90,Amine,Electron Transfer,,148,4.2 Table
4-(CH3)2CHNH-4-C6H4NHC6H4CH(CH3)2,CC(C)c1ccc(Nc2ccc(Nc3ccc(C(C)C)cc3)cc2)cc1,RO2*,-$35.40,4.70,37000000.00,333.00,333.60,Amine,Electron Transfer,,149,4.2 Table
4-(CH3)2CHNH-4-C6H4NHC6H4CH(CH3)2,CC(C)c1ccc(Nc2ccc(Nc3ccc(C(C)C)cc3)cc2)cc1,sec-RO2*,-$31.90,6.00,23000000.00,333.00,333.60,Amine,Electron Transfer,,149,4.2 Table
4-(CH3)2CHNH-4-C6H4NHC6H4CH(CH3)2,CC(C)c1ccc(Nc2ccc(Nc3ccc(C(C)C)cc3)cc2)cc1,tert-RO2*,-$25.00,8.80,8300000.00,333.00,333.60,Amine,Electron Transfer,,149,4.2 Table
4-C6H5NHC6H4NHCH(CH3)2,CC(C)Nc1ccc(Nc2ccccc2)cc1,RO2*,-$19.80,10.90,3900000.00,333.00,349.20,Amine,Electron Transfer,,150,4.2 Table
4-C6H5NHC6H4NHCH(CH3)2,CC(C)Nc1ccc(Nc2ccccc2)cc1,sec-RO2*,-$16.30,12.40,2300000.00,333.00,349.20,Amine,Electron Transfer,,150,4.2 Table
4-C6H5NHC6H4NHCH(CH3)2,CC(C)Nc1ccc(Nc2ccccc2)cc1,tert-RO2*,-$9.40,15.50,740000.00,333.00,349.20,Amine,Electron Transfer,,150,4.2 Table
"C6H5NH-1-3,7-[(CH3)3C]2C10H5",CC(C)(C)c1ccc2cc(Nc3ccccc3C(C)(C)C)ccc2c1,RO2*,-$24.10,9.10,3700000.00,333.00,344.90,Amine,Electron Transfer,,151,4.2 Table
"C6H5NH-1-3,7-[(CH3)3C]2C10H5",CC(C)(C)c1ccc2cc(Nc3ccccc3C(C)(C)C)ccc2c1,sec-RO2*,-$20.60,10.60,2200000.00,333.00,344.90,Amine,Electron Transfer,,151,4.2 Table
"C6H5NH-1-3,7-[(CH3)3C]2C10H5",CC(C)(C)c1ccc2cc(Nc3ccccc3C(C)(C)C)ccc2c1,tert-RO2*,-$13.70,13.50,760000.00,333.00,344.90,Amine,Electron Transfer,,151,4.2 Table
1-C10H7NHC6H5,c1ccc(Nc2cccc3ccccc23)cc1,RO2*,-$11.90,14.30,570000.00,333.00,357.10,Amine,Electron Transfer,,152,4.2 Table
1-C10H7NHC6H5,c1ccc(Nc2cccc3ccccc23)cc1,sec-RO2*,-$8.40,15.90,320000.00,333.00,357.10,Amine,Electron Transfer,,152,4.2 Table
1-C10H7NHC6H5,c1ccc(Nc2cccc3ccccc23)cc1,tert-RO2*,-$1.50,19.10,100000.00,333.00,357.10,Amine,Electron Transfer,,152,4.2 Table
2-C10H7NHC6H5,c1ccc(Nc2ccc3ccccc3c2)cc1,RO2*,-$6.10,17.00,220000.00,333.00,362.90,Amine,Electron Transfer,,153,4.2 Table
2-C10H7NHC6H5,c1ccc(Nc2ccc3ccccc3c2)cc1,sec-RO2*,-$2.60,18.60,120000.00,333.00,362.90,Amine,Electron Transfer,,153,4.2 Table
2-C10H7NHC6H5,c1ccc(Nc2ccc3ccccc3c2)cc1,tert-RO2*,$4.30,17.80,160000.00,333.00,362.90,Amine,Electron Transfer,,153,4.2 Table
2-C10H7NH(4'-C6H5O)C6H4,c1ccc(Oc2ccc(Nc3ccc4ccccc4c3)cc2)cc1,RO2*,-$19.50,11.00,1200000.00,333.00,349.50,Amine,Electron Transfer,,154,4.2 Table
2-C10H7NH(4'-C6H5O)C6H4,c1ccc(Oc2ccc(Nc3ccc4ccccc4c3)cc2)cc1,sec-RO2*,-$16.00,12.50,1100000.00,333.00,349.50,Amine,Electron Transfer,,154,4.2 Table
2-C10H7NH(4'-C6H5O)C6H4,c1ccc(Oc2ccc(Nc3ccc4ccccc4c3)cc2)cc1,tert-RO2*,-$9.10,15.60,360000.00,333.00,349.50,Amine,Electron Transfer,,154,4.2 Table
"1,2-cyclo-[C(cyclo-CH2CH2O)CH2C(NH-(cyclo-C6H11))]C6H4",c1ccc(C(CC2CCOC2)NC2CCCCC2)cc1,RO2*,$0.80,20.20,68000.00,333.00,369.80,Amine,Electron Transfer,,155,4.2 Table
"1,2-cyclo-[C(cyclo-CH2CH2O)CH2C(NH-(cyclo-C6H11))]C6H4",c1ccc(C(CC2CCOC2)NC2CCCCC2)cc1,sec-RO2*,$4.30,21.90,37000.00,333.00,369.80,Amine,Electron Transfer,,155,4.2 Table
"1,2-cyclo-[C(cyclo-CH2CH2O)CH2C(NH-(cyclo-C6H11))]C6H4",c1ccc(C(CC2CCOC2)NC2CCCCC2)cc1,tert-RO2*,$11.20,25.40,10000.00,333.00,369.80,Amine,Electron Transfer,,155,4.2 Table
1-[NHC6H4-4'-C(CH3)3]-4-(CH3)3CC10H6,CC(C)(C)c1ccc(Nc2ccc3cc(C(C)(C)C)ccc3c2)cc1,RO2*,-$16.90,12.10,1300000.00,333.00,352.10,Amine,Electron Transfer,,156,4.2 Table
1-[NHC6H4-4'-C(CH3)3]-4-(CH3)3CC10H6,CC(C)(C)c1ccc(Nc2ccc3cc(C(C)(C)C)ccc3c2)cc1,sec-RO2*,-$13.40,13.70,710000.00,333.00,352.10,Amine,Electron Transfer,,156,4.2 Table
1-[NHC6H4-4'-C(CH3)3]-4-(CH3)3CC10H6,CC(C)(C)c1ccc(Nc2ccc3cc(C(C)(C)C)ccc3c2)cc1,tert-RO2*,-$6.50,16.80,230000.00,333.00,352.10,Amine,Electron Transfer,,156,4.2 Table
"1,2-cyclo-[C(CH3)CH2C(CH3)2NH]C6H4",CC1CC(N)C(C)(C)C1c1ccccc1,RO2*,-$0.50,19.60,84000.00,333.00,368.50,Amine,Electron Transfer,,157,4.2 Table
"1,2-cyclo-[C(CH3)CH2C(CH3)2NH]C6H4",CC1CC(N)C(C)(C)C1c1ccccc1,sec-RO2*,$3.00,21.30,46000.00,333.00,368.50,Amine,Electron Transfer,,157,4.2 Table
"1,2-cyclo-[C(CH3)CH2C(CH3)2NH]C6H4",CC1CC(N)C(C)(C)C1c1ccccc1,tert-RO2*,$9.90,24.80,13000.00,333.00,368.50,Amine,Electron Transfer,,157,4.2 Table
1-C??H?SH,Sc1cccc2ccccc12,HO*,-$40.60,10.90,620000.00,333.00,328.40,Thiophenol,Hydrogen Abstraction,,243,6.2 Table
1-C??H?SH,Sc1cccc2ccccc12,sec-RO*,-$37.10,11.90,130000.00,333.00,328.40,Thiophenol,Hydrogen Abstraction,,243,6.2 Table
1-C??H?SH,Sc1cccc2ccccc12,tert-RO*,-$30.20,13.90,210000.00,333.00,328.40,Thiophenol,Hydrogen Abstraction,,243,6.2 Table
2-C??H?SH,Sc1ccc2ccccc2c1,RO2*,-$42.20,10.50,720000.00,333.00,326.80,Thiophenol,Hydrogen Abstraction,,244,6.2 Table
2-C??H?SH,Sc1ccc2ccccc2c1,sec-RO2*,-$38.70,11.40,520000.00,333.00,326.80,Thiophenol,Hydrogen Abstraction,,244,6.2 Table
2-C??H?SH,Sc1ccc2ccccc2c1,tert-RO*,-$31.80,13.40,250000.00,333.00,326.80,Thiophenol,Hydrogen Abstraction,,244,6.2 Table
C?H?SH,Sc1ccccc1,RO2*,-$30.90,13.70,230000.00,333.00,338.10,Thiophenol,Hydrogen Abstraction,,245,6.2 Table
C?H?SH,Sc1ccccc1,sec-RO2*,-$27.40,14.70,160000.00,333.00,338.10,Thiophenol,Hydrogen Abstraction,,245,6.2 Table
C?H?SH,Sc1ccccc1,tert-RO2*,-$20.50,16.90,71000.00,333.00,338.10,Thiophenol,Hydrogen Abstraction,,245,6.2 Table
3-ClC?H?SH,Sc1cccc(Cl)c1,RO2*,-$33.20,13.00,290000.00,333.00,335.80,Thiophenol,Hydrogen Abstraction,,246,6.2 Table
3-ClC?H?SH,Sc1cccc(Cl)c1,sec-RO2*,-$29.70,14.00,200000.00,333.00,335.80,Thiophenol,Hydrogen Abstraction,,246,6.2 Table
3-ClC?H?SH,Sc1cccc(Cl)c1,tert-RO2*,-$22.80,16.10,95000.00,333.00,335.80,Thiophenol,Hydrogen Abstraction,,246,6.2 Table
4-ClC?H?SH,Sc1ccc(Cl)cc1,RO2*,-$34.90,12.50,350000.00,333.00,334.10,Thiophenol,Hydrogen Abstraction,,247,6.2 Table
4-ClC?H?SH,Sc1ccc(Cl)cc1,sec-RO2*,-$31.40,13.50,240000.00,333.00,334.10,Thiophenol,Hydrogen Abstraction,,247,6.2 Table
4-ClC?H?SH,Sc1ccc(Cl)cc1,tert-RO2*,-$24.50,15.60,110000.00,333.00,334.10,Thiophenol,Hydrogen Abstraction,,247,6.2 Table
4-CH?CH?OC?H?SH,CCOc1ccc(S)cc1,RO2*,-$39.40,11.30,540000.00,333.00,329.60,Thiophenol,Hydrogen Abstraction,,248,6.2 Table
4-CH?CH?OC?H?SH,CCOc1ccc(S)cc1,sec-RO2*,-$35.90,12.20,390000.00,333.00,329.60,Thiophenol,Hydrogen Abstraction,,248,6.2 Table
4-CH?CH?OC?H?SH,CCOc1ccc(S)cc1,tert-RO2*,-$29.00,14.20,190000.00,333.00,329.60,Thiophenol,Hydrogen Abstraction,,248,6.2 Table
4-CH?OC?H?SH,COc1ccc(S)cc1,RO2*,-$39.70,11.20,560000.00,333.00,329.30,Thiophenol,Hydrogen Abstraction,,249,6.2 Table
4-CH?OC?H?SH,COc1ccc(S)cc1,sec-RO2*,-$36.20,12.10,400000.00,333.00,329.30,Thiophenol,Hydrogen Abstraction,,249,6.2 Table
4-CH?OC?H?SH,COc1ccc(S)cc1,tert-RO2*,-$29.30,14.20,190000.00,333.00,329.30,Thiophenol,Hydrogen Abstraction,,249,6.2 Table
3-CH?C?H?SH,Cc1cccc(S)c1,RO2*,-$30.90,13.70,230000.00,333.00,338.10,Thiophenol,Hydrogen Abstraction,,250,6.2 Table
3-CH?C?H?SH,Cc1cccc(S)c1,sec-RO2*,-$27.40,14.70,160000.00,333.00,338.10,Thiophenol,Hydrogen Abstraction,,250,6.2 Table
3-CH?C?H?SH,Cc1cccc(S)c1,tert-RO2*,-$20.50,16.90,71000.00,333.00,338.10,Thiophenol,Hydrogen Abstraction,,250,6.2 Table
4-CH?C?H?SH,Cc1ccc(S)cc1,RO2*,-$34.20,12.70,330000.00,333.00,334.80,Thiophenol,Hydrogen Abstraction,,251,6.2 Table
4-CH?C?H?SH,Cc1ccc(S)cc1,sec-RO2*,-$30.70,13.70,230000.00,333.00,334.80,Thiophenol,Hydrogen Abstraction,,251,6.2 Table
4-CH3C6H4SH,Cc1ccc(S)cc1,tert-RO2*,-$23.80,15.80,110000.00,333.00,334.80,Thiophenol,Hydrogen Abstraction,,251,6.2 Table
4-(CH3)3CC6H4SH,CC(C)(C)c1ccc(S)cc1,RO2*,-$31.30,13.50,240000.00,333.00,337.70,Thiophenol,Hydrogen Abstraction,,252,6.2 Table
4-(CH3)3CC6H4SH,CC(C)(C)c1ccc(S)cc1,sec-RO2*,-$27.80,14.60,160000.00,333.00,337.70,Thiophenol,Hydrogen Abstraction,,252,6.2 Table
4-(CH3)3CC6H4SH,CC(C)(C)c1ccc(S)cc1,tert-RO2*,-$20.90,16.70,77000.00,333.00,337.70,Thiophenol,Hydrogen Abstraction,,252,6.2 Table
4-F3CC6H4SH,FC(F)(F)c1ccc(S)cc1,RO2*,-$30.40,13.90,210000.00,333.00,338.60,Thiophenol,Hydrogen Abstraction,,253,6.2 Table
4-F3CC6H4SH,FC(F)(F)c1ccc(S)cc1,sec-RO2*,-$26.90,14.90,150000.00,333.00,338.60,Thiophenol,Hydrogen Abstraction,,253,6.2 Table
4-F3CC6H4SH,FC(F)(F)c1ccc(S)cc1,tert-RO2*,-$20.00,17.00,69000.00,333.00,338.60,Thiophenol,Hydrogen Abstraction,,253,6.2 Table
"2,4,6-(CH3)3C6H2SH",Cc1cc(C)c(S)c(C)c1,RO2*,-$32.40,13.30,260000.00,333.00,336.60,Thiophenol,Hydrogen Abstraction,,254,6.2 Table
"2,4,6-(CH3)3C6H2SH",Cc1cc(C)c(S)c(C)c1,sec-RO2*,-$28.90,14.30,180000.00,333.00,336.60,Thiophenol,Hydrogen Abstraction,,254,6.2 Table
"2,4,6-(CH3)3C6H2SH",Cc1cc(C)c(S)c(C)c1,tert-RO2*,-$22.00,16.40,86000.00,333.00,336.60,Thiophenol,Hydrogen Abstraction,,254,6.2 Table
cyclo-[-CH(NOH)(CH2)3-CH(CH2)3],ONC1CCCCCCC1,sec-RO2*,-$46.70,5.40,4600000.00,333.00,318.81,Hydroxylamine,Hydrogen Abstraction,,158,5.2 Table
cyclo-[-CH(NOH)(CH2)2-CH(CH2)3],ONC1CCCCCC1,sec-RO2*,-$43.30,6.70,2800000.00,333.00,322.20,Hydroxylamine,Hydrogen Abstraction,,159,5.2 Table
cyclo-[C(CH3)2CH2C(O)NHCH2C(CH3)2N(OH)],CC1(C)CNC(=O)CC(C)(C)N1O,sec-RO2*,-$61.20,0.30,29000000.00,333.00,304.30,Hydroxylamine,Hydrogen Abstraction,,160,5.2 Table
cyclo-[C(CH3)2C(4'-FC6H4)=NC(CH3)2N(OH)],CC(C)C(=NC(C)(C)NO)c1ccc(F)cc1,sec-RO2*,-$68.40,0.00,32000000.00,333.00,296.10,Hydroxylamine,Hydrogen Abstraction,,163,5.2 Table
cyclo-[C(CH3)2C(CH3)=NC(CH3)2N(OH)],CC(=NC(C)(C)NO)C(C)C,sec-RO2*,-$70.40,0.00,32000000.00,333.00,295.20,Hydroxylamine,Hydrogen Abstraction,,166,5.2 Table
cyclo-[C(CH3)2C(4'-CH3C6H4)=NC(CH3)2N(OH)],Cc1ccc(C(=NC(C)(C)NO)C(C)C)cc1,sec-RO2*,-$67.50,0.00,32000000.00,333.00,296.90,Hydroxylamine,Hydrogen Abstraction,,167,5.2 Table
cyclo-[C(CH3)2C(CH3)2N=C(C6H5)N(OH)],CC(C)C(C)(C)N=C(NO)c1ccccc1,sec-RO2*,-$53.50,2.90,11000000.00,333.00,312.20,Hydroxylamine,Hydrogen Abstraction,,172,5.2 Table
cyclo-[C(CH3)2C(C6H5)=N(O)C(CH3)[N(CH3)OH]N(OH)],CC(C)C(c1ccccc1)=[N+]([O-])C(C)N(O)N(C)O,sec-RO2*,-$55.50,2.20,14000000.00,333.00,310.00,Hydroxylamine,Hydrogen Abstraction,,173,5.2 Table
cyclo-[C(CH3)2C(CH3)=N(O)C(CH3)2N(OH)],CC(C(C)C)=[N+]([O-])C(C)(C)NO,sec-RO2*,-$59.70,0.80,24000000.00,333.00,305.80,Hydroxylamine,Hydrogen Abstraction,,174,5.2 Table
